,Neighborhood,Year Built,SalePrice,Formated Price
1225,NAmes,1950,141500,"$141,500.00"
1226,NAmes,1955,165500,"$165,500.00"
1227,NAmes,1953,112900,"$112,900.00"
1228,NAmes,1965,201800,"$201,800.00"
1229,NAmes,1961,163000,"$163,000.00"
1230,NAmes,1961,139950,"$139,950.00"
1231,NAmes,1962,174000,"$174,000.00"
1232,NAmes,1962,165000,"$165,000.00"
1233,NAmes,1966,227000,"$227,000.00"
1234,NAmes,1955,135000,"$135,000.00"
1235,NAmes,1963,124000,"$124,000.00"
1236,NAmes,1962,140000,"$140,000.00"
1237,NAmes,1957,136500,"$136,500.00"
1238,NAmes,1959,185000,"$185,000.00"
1239,NAmes,1958,163000,"$163,000.00"
1240,NAmes,1958,166800,"$166,800.00"
1241,NAmes,1956,139000,"$139,000.00"
1242,NAmes,1957,166000,"$166,000.00"
1243,NAmes,1958,136000,"$136,000.00"
1244,NAmes,1956,133000,"$133,000.00"
1245,NAmes,1952,116000,"$116,000.00"
1246,NAmes,1953,137500,"$137,500.00"
1247,NAmes,1953,130000,"$130,000.00"
1248,NAmes,1957,180000,"$180,000.00"
1249,NAmes,1951,139000,"$139,000.00"
1250,NAmes,1953,110000,"$110,000.00"
1251,NAmes,1957,100000,"$100,000.00"
1252,NAmes,1947,118500,"$118,500.00"
1253,NAmes,1957,146000,"$146,000.00"
1254,OldTown,1948,89900,"$89,900.00"
1255,OldTown,1925,114000,"$114,000.00"
1256,NAmes,1945,140000,"$140,000.00"
1257,OldTown,1940,86900,"$86,900.00"
1258,OldTown,1922,139000,"$139,000.00"
1259,OldTown,1900,106250,"$106,250.00"
1260,NAmes,1962,171000,"$171,000.00"
1261,NAmes,1968,139000,"$139,000.00"
1262,NAmes,1958,186000,"$186,000.00"
1263,NAmes,1960,157000,"$157,000.00"
1264,NAmes,1960,148000,"$148,000.00"
1265,NAmes,1960,242000,"$242,000.00"
1266,NAmes,1953,116000,"$116,000.00"
1267,NAmes,1951,94000,"$94,000.00"
1268,NAmes,1950,98300,"$98,300.00"
1269,NAmes,1960,127000,"$127,000.00"
1270,NAmes,1959,159000,"$159,000.00"
1271,NAmes,1962,125900,"$125,900.00"
1272,NAmes,1960,155000,"$155,000.00"
1273,NAmes,1948,138000,"$138,000.00"
1274,NAmes,1954,112500,"$112,500.00"
1275,NAmes,1954,105500,"$105,500.00"
1276,NAmes,1954,127500,"$127,500.00"
1277,NAmes,1961,130000,"$130,000.00"
1278,NAmes,1955,150000,"$150,000.00"
1279,NAmes,1954,109500,"$109,500.00"
1280,NAmes,1963,140000,"$140,000.00"
1281,NAmes,1964,167900,"$167,900.00"
1282,NAmes,1963,136870,"$136,870.00"
1283,OldTown,2008,143000,"$143,000.00"
1284,OldTown,1925,73000,"$73,000.00"
1285,OldTown,1904,157500,"$157,500.00"
1286,OldTown,1948,122600,"$122,600.00"
1287,OldTown,1910,111000,"$111,000.00"
1288,OldTown,1920,256000,"$256,000.00"
1289,OldTown,1940,64000,"$64,000.00"
1290,OldTown,1915,139500,"$139,500.00"
1291,OldTown,1910,118000,"$118,000.00"
1292,OldTown,2003,200000,"$200,000.00"
1293,OldTown,1940,119164,"$119,164.00"
1294,OldTown,1920,122250,"$122,250.00"
1295,OldTown,1920,120000,"$120,000.00"
1296,OldTown,1940,155000,"$155,000.00"
1297,OldTown,1910,78000,"$78,000.00"
1298,OldTown,1890,95000,"$95,000.00"
1299,OldTown,1948,115000,"$115,000.00"
1300,OldTown,1948,147000,"$147,000.00"
1301,OldTown,1946,140000,"$140,000.00"
1302,OldTown,1946,46500,"$46,500.00"
1303,OldTown,1957,112500,"$112,500.00"
1304,OldTown,1954,107900,"$107,900.00"
1305,OldTown,1949,65000,"$65,000.00"
1306,OldTown,1880,295000,"$295,000.00"
1307,OldTown,1900,139500,"$139,500.00"
1308,OldTown,1915,153900,"$153,900.00"
1309,OldTown,1920,132000,"$132,000.00"
1310,OldTown,1916,98000,"$98,000.00"
1311,OldTown,1900,114000,"$114,000.00"
1312,OldTown,1920,130000,"$130,000.00"
1313,OldTown,1917,129500,"$129,500.00"
1314,OldTown,1905,129400,"$129,400.00"
1315,OldTown,1928,161000,"$161,000.00"
1316,OldTown,1905,163000,"$163,000.00"
1317,OldTown,1914,128000,"$128,000.00"
1318,OldTown,1872,122000,"$122,000.00"
1319,OldTown,1926,116900,"$116,900.00"
1320,OldTown,1893,325000,"$325,000.00"
1321,OldTown,1920,55000,"$55,000.00"
1322,OldTown,1890,184000,"$184,000.00"
1323,OldTown,1959,110000,"$110,000.00"
1324,OldTown,1954,131500,"$131,500.00"
1325,OldTown,1956,97000,"$97,000.00"
1326,OldTown,1958,115500,"$115,500.00"
1327,BrkSide,1928,138000,"$138,000.00"
1328,BrkSide,1945,108000,"$108,000.00"
1329,BrkSide,1930,79500,"$79,500.00"
1330,BrkSide,1935,153000,"$153,000.00"
1331,BrkSide,1924,109500,"$109,500.00"
1332,BrkSide,1941,124000,"$124,000.00"
1333,BrkSide,1900,106900,"$106,900.00"
1334,BrkSide,1940,164900,"$164,900.00"
1335,BrkSide,1924,119000,"$119,000.00"
1336,BrkSide,1929,120000,"$120,000.00"
1337,BrkSide,1937,157000,"$157,000.00"
1338,BrkSide,1939,105000,"$105,000.00"
1339,BrkSide,1926,113000,"$113,000.00"
1340,BrkSide,1920,115000,"$115,000.00"
1341,BrkSide,1946,79000,"$79,000.00"
1342,BrkSide,1929,123000,"$123,000.00"
1343,BrkSide,1945,81300,"$81,300.00"
1344,BrkSide,1930,162900,"$162,900.00"
1345,BrkSide,1939,150000,"$150,000.00"
1346,OldTown,1923,123500,"$123,500.00"
1347,OldTown,1931,129900,"$129,900.00"
1348,BrkSide,1920,128000,"$128,000.00"
1349,BrkSide,1927,68500,"$68,500.00"
1350,BrkSide,1948,127000,"$127,000.00"
1351,BrkSide,1923,207000,"$207,000.00"
1352,BrkSide,1925,184000,"$184,000.00"
1353,BrkSide,1915,162500,"$162,500.00"
1354,BrkSide,1940,145000,"$145,000.00"
1355,BrkSide,1918,130000,"$130,000.00"
1356,OldTown,1910,160000,"$160,000.00"
1357,OldTown,1925,161000,"$161,000.00"
1358,OldTown,1910,127500,"$127,500.00"
1359,IDOTRR,1930,93850,"$93,850.00"
1360,IDOTRR,1952,136000,"$136,000.00"
1361,IDOTRR,1938,141000,"$141,000.00"
1362,IDOTRR,1915,120000,"$120,000.00"
1363,IDOTRR,1925,127500,"$127,500.00"
1364,IDOTRR,1925,127000,"$127,000.00"
1365,IDOTRR,1920,89500,"$89,500.00"
1366,OldTown,1955,125000,"$125,000.00"
1367,OldTown,1920,79900,"$79,900.00"
1368,IDOTRR,1912,85000,"$85,000.00"
1369,IDOTRR,1915,82375,"$82,375.00"
1370,IDOTRR,1906,135000,"$135,000.00"
1371,Sawyer,1947,124000,"$124,000.00"
1372,Sawyer,1968,134000,"$134,000.00"
1373,Sawyer,1948,135000,"$135,000.00"
1374,ClearCr,1959,134432,"$134,432.00"
1375,Edwards,1940,127500,"$127,500.00"
1376,Sawyer,1963,148000,"$148,000.00"
1377,Sawyer,1965,129500,"$129,500.00"
1378,Sawyer,1978,157500,"$157,500.00"
1379,Sawyer,1966,109900,"$109,900.00"
1380,Sawyer,1967,145000,"$145,000.00"
1381,Sawyer,1967,130000,"$130,000.00"
1382,Sawyer,1978,153000,"$153,000.00"
1383,Sawyer,1967,120000,"$120,000.00"
1384,Sawyer,1984,152000,"$152,000.00"
1385,Sawyer,1969,108959,"$108,959.00"
1386,Sawyer,1920,95541,"$95,541.00"
1387,Sawyer,1959,80000,"$80,000.00"
1388,Sawyer,1966,149350,"$149,350.00"
1389,Sawyer,1963,144900,"$144,900.00"
1390,Sawyer,1956,185000,"$185,000.00"
1391,Sawyer,1954,165000,"$165,000.00"
1392,ClearCr,1960,235000,"$235,000.00"
1393,Sawyer,1958,140000,"$140,000.00"
1394,Sawyer,1940,108000,"$108,000.00"
1395,ClearCr,1960,145000,"$145,000.00"
1396,Sawyer,1941,152400,"$152,400.00"
1397,Sawyer,1970,144000,"$144,000.00"
1398,ClearCr,1996,173000,"$173,000.00"
1399,ClearCr,1977,192000,"$192,000.00"
1400,ClearCr,1979,245000,"$245,000.00"
1401,ClearCr,1954,241500,"$241,500.00"
1402,ClearCr,1954,256000,"$256,000.00"
1403,Edwards,1959,177000,"$177,000.00"
1404,Edwards,1948,125600,"$125,600.00"
1405,Edwards,1953,155000,"$155,000.00"
1406,ClearCr,1908,240000,"$240,000.00"
1407,Edwards,1940,260000,"$260,000.00"
1408,Edwards,1918,185000,"$185,000.00"
1409,Edwards,1935,235000,"$235,000.00"
1410,Edwards,1956,159900,"$159,900.00"
1411,Edwards,1975,99600,"$99,600.00"
1412,Edwards,1962,134500,"$134,500.00"
1413,Edwards,1900,119000,"$119,000.00"
1414,Edwards,1910,107500,"$107,500.00"
1415,Edwards,1950,125000,"$125,000.00"
1416,Edwards,1924,79000,"$79,000.00"
1417,Edwards,1941,95000,"$95,000.00"
1418,SawyerW,1990,262280,"$262,280.00"
1419,SawyerW,1995,260000,"$260,000.00"
1420,SawyerW,1994,226500,"$226,500.00"
1421,SawyerW,1993,225000,"$225,000.00"
1422,SawyerW,1996,229000,"$229,000.00"
1423,CollgCr,2007,177439,"$177,439.00"
1424,CollgCr,2007,248500,"$248,500.00"
1425,CollgCr,2008,475000,"$475,000.00"
1426,CollgCr,2008,395039,"$395,039.00"
1427,SawyerW,1993,228000,"$228,000.00"
1428,SawyerW,1995,225000,"$225,000.00"
1429,ClearCr,1966,195000,"$195,000.00"
1430,ClearCr,1997,200000,"$200,000.00"
1431,CollgCr,1994,155000,"$155,000.00"
1432,CollgCr,1995,144000,"$144,000.00"
1433,CollgCr,1994,145000,"$145,000.00"
1434,CollgCr,1997,226001,"$226,001.00"
1435,CollgCr,1997,215700,"$215,700.00"
1436,CollgCr,2000,207500,"$207,500.00"
1437,CollgCr,1999,193000,"$193,000.00"
1438,CollgCr,1998,188000,"$188,000.00"
1439,CollgCr,1999,191000,"$191,000.00"
1440,CollgCr,2002,221000,"$221,000.00"
1441,CollgCr,2001,231500,"$231,500.00"
1442,CollgCr,2000,235000,"$235,000.00"
1443,CollgCr,2001,223500,"$223,500.00"
1444,CollgCr,1975,130250,"$130,250.00"
1445,CollgCr,1977,149900,"$149,900.00"
1446,CollgCr,1978,158000,"$158,000.00"
1447,CollgCr,1978,147000,"$147,000.00"
1448,CollgCr,1975,143195,"$143,195.00"
1449,CollgCr,1975,163000,"$163,000.00"
1450,CollgCr,1975,110000,"$110,000.00"
1451,CollgCr,1972,127000,"$127,000.00"
1452,CollgCr,1972,124900,"$124,900.00"
1453,CollgCr,2002,230000,"$230,000.00"
1454,CollgCr,2002,237000,"$237,000.00"
1455,CollgCr,2000,235000,"$235,000.00"
1456,CollgCr,2001,230500,"$230,500.00"
1457,CollgCr,1999,230000,"$230,000.00"
1458,CollgCr,1998,222500,"$222,500.00"
1459,CollgCr,2001,287000,"$287,000.00"
1460,CollgCr,2001,274000,"$274,000.00"
1461,CollgCr,2002,300000,"$300,000.00"
1462,CollgCr,2002,255900,"$255,900.00"
1463,CollgCr,2003,224900,"$224,900.00"
1464,CollgCr,2003,240000,"$240,000.00"
1465,CollgCr,2003,183000,"$183,000.00"
1466,CollgCr,1999,207000,"$207,000.00"
1467,CollgCr,1994,210000,"$210,000.00"
1468,CollgCr,2003,136500,"$136,500.00"
1469,CollgCr,2004,145000,"$145,000.00"
1470,CollgCr,1997,208900,"$208,900.00"
1471,CollgCr,1997,185000,"$185,000.00"
1472,CollgCr,2002,214000,"$214,000.00"
1473,CollgCr,2003,208500,"$208,500.00"
1474,CollgCr,2004,186500,"$186,500.00"
1475,CollgCr,2004,210000,"$210,000.00"
1476,CollgCr,2004,185900,"$185,900.00"
1477,CollgCr,2007,179900,"$179,900.00"
1478,CollgCr,2007,218836,"$218,836.00"
1479,CollgCr,2007,193000,"$193,000.00"
1480,CollgCr,2005,189000,"$189,000.00"
1481,CollgCr,2004,149300,"$149,300.00"
1482,CollgCr,2004,141000,"$141,000.00"
1483,CollgCr,2004,149000,"$149,000.00"
1484,CollgCr,2004,144500,"$144,500.00"
1485,Edwards,1910,85000,"$85,000.00"
1486,Edwards,1900,145900,"$145,900.00"
1487,Edwards,1966,123000,"$123,000.00"
1488,Edwards,1965,147500,"$147,500.00"
1489,Edwards,1976,165000,"$165,000.00"
1490,Edwards,1976,135000,"$135,000.00"
1491,Edwards,1940,108000,"$108,000.00"
1492,Edwards,1972,137500,"$137,500.00"
1493,Edwards,2003,165400,"$165,400.00"
1494,Edwards,1977,147000,"$147,000.00"
1495,Edwards,1976,160500,"$160,500.00"
1496,Edwards,2005,176000,"$176,000.00"
1497,Edwards,1959,284700,"$284,700.00"
1498,Edwards,2008,160000,"$160,000.00"
1499,Edwards,2005,148000,"$148,000.00"
1500,Edwards,1955,82000,"$82,000.00"
1501,Edwards,1955,82000,"$82,000.00"
1502,Edwards,1955,118000,"$118,000.00"
1503,Edwards,1955,82500,"$82,500.00"
1504,Edwards,1955,91900,"$91,900.00"
1505,Edwards,1938,120000,"$120,000.00"
1506,Edwards,1947,96000,"$96,000.00"
1507,Edwards,1953,99000,"$99,000.00"
1508,Edwards,1946,130500,"$130,500.00"
1509,Edwards,1954,135000,"$135,000.00"
1510,Edwards,1955,135500,"$135,500.00"
1511,Edwards,1954,100000,"$100,000.00"
1512,Edwards,1923,108000,"$108,000.00"
1513,Edwards,1925,98000,"$98,000.00"
1514,Edwards,1914,67000,"$67,000.00"
1515,SWISU,1912,135900,"$135,900.00"
1516,SWISU,1925,140000,"$140,000.00"
1517,SWISU,1939,179500,"$179,500.00"
1518,SWISU,1925,136500,"$136,500.00"
1519,SWISU,1921,168000,"$168,000.00"
1520,SWISU,1911,130000,"$130,000.00"
1521,SWISU,1921,189000,"$189,000.00"
1522,SWISU,1930,161900,"$161,900.00"
1523,Crawfor,1926,145000,"$145,000.00"
1524,Crawfor,1922,191000,"$191,000.00"
1525,Crawfor,1915,177000,"$177,000.00"
1526,Crawfor,1914,147500,"$147,500.00"
1527,SWISU,1930,91000,"$91,000.00"
1528,Crawfor,1925,231000,"$231,000.00"
1529,SWISU,1936,115000,"$115,000.00"
1530,Crawfor,1923,138000,"$138,000.00"
1531,Crawfor,1931,149000,"$149,000.00"
1532,Crawfor,1934,188700,"$188,700.00"
1533,Crawfor,1937,198000,"$198,000.00"
1534,Crawfor,1938,110000,"$110,000.00"
1535,Crawfor,1951,104000,"$104,000.00"
1536,Crawfor,1935,257076,"$257,076.00"
1537,Crawfor,1935,381000,"$381,000.00"
1538,Crawfor,1939,311500,"$311,500.00"
1539,Crawfor,1950,263400,"$263,400.00"
1540,Crawfor,1956,236500,"$236,500.00"
1541,Crawfor,1954,224000,"$224,000.00"
1542,Blueste,1980,116500,"$116,500.00"
1543,Blueste,1980,151000,"$151,000.00"
1544,IDOTRR,1926,126000,"$126,000.00"
1545,IDOTRR,1940,120000,"$120,000.00"
1546,IDOTRR,1922,55000,"$55,000.00"
1547,IDOTRR,1930,120500,"$120,500.00"
1548,IDOTRR,1940,120500,"$120,500.00"
1549,IDOTRR,1930,119000,"$119,000.00"
1550,IDOTRR,1967,126000,"$126,000.00"
1551,IDOTRR,1930,99500,"$99,500.00"
1552,IDOTRR,1958,165500,"$165,500.00"
1553,IDOTRR,1952,13100,"$13,100.00"
1554,IDOTRR,1895,89000,"$89,000.00"
1555,IDOTRR,1920,40000,"$40,000.00"
1556,IDOTRR,1910,80900,"$80,900.00"
1557,IDOTRR,1935,81000,"$81,000.00"
1558,IDOTRR,1920,65000,"$65,000.00"
1559,Crawfor,2008,392500,"$392,500.00"
1560,Crawfor,2007,294464,"$294,464.00"
1561,Crawfor,2004,250000,"$250,000.00"
1562,Crawfor,2004,275000,"$275,000.00"
1563,Mitchel,1996,300000,"$300,000.00"
1564,Mitchel,2002,271000,"$271,000.00"
1565,Mitchel,1996,213000,"$213,000.00"
1566,Mitchel,1977,171000,"$171,000.00"
1567,Mitchel,1977,171500,"$171,500.00"
1568,Mitchel,1976,100000,"$100,000.00"
1569,Mitchel,1991,228500,"$228,500.00"
1570,Timber,1965,228950,"$228,950.00"
1571,Timber,1986,241500,"$241,500.00"
1572,Timber,1976,287000,"$287,000.00"
1573,Timber,2006,294000,"$294,000.00"
1574,Timber,2007,293077,"$293,077.00"
1575,Timber,2007,264966,"$264,966.00"
1576,Timber,2006,172500,"$172,500.00"
1577,Timber,2006,167500,"$167,500.00"
1578,Timber,2008,218689,"$218,689.00"
1579,Timber,1989,150000,"$150,000.00"
1580,Timber,1986,184000,"$184,000.00"
1581,Timber,1986,180000,"$180,000.00"
1582,Timber,1988,175000,"$175,000.00"
1583,Timber,2003,232500,"$232,500.00"
1584,Timber,1999,195000,"$195,000.00"
1585,Timber,2003,305000,"$305,000.00"
1586,Timber,2007,298751,"$298,751.00"
1587,Timber,2005,370000,"$370,000.00"
1588,Mitchel,1997,209200,"$209,200.00"
1589,Mitchel,1997,206300,"$206,300.00"
1590,Mitchel,2007,146000,"$146,000.00"
1591,Mitchel,1997,160500,"$160,500.00"
1592,Mitchel,1964,173000,"$173,000.00"
1593,MeadowV,1975,124000,"$124,000.00"
1594,MeadowV,1976,115000,"$115,000.00"
1595,MeadowV,1976,129500,"$129,500.00"
1596,MeadowV,1973,105000,"$105,000.00"
1597,MeadowV,1973,94900,"$94,900.00"
1598,Mitchel,1968,152500,"$152,500.00"
1599,MeadowV,1970,98000,"$98,000.00"
1600,MeadowV,1972,81000,"$81,000.00"
1601,Mitchel,1954,113000,"$113,000.00"
1602,Mitchel,1983,128500,"$128,500.00"
1603,Mitchel,1984,119500,"$119,500.00"
1604,Mitchel,1982,130500,"$130,500.00"
1605,Mitchel,1982,138000,"$138,000.00"
1606,Mitchel,1982,134500,"$134,500.00"
1607,Mitchel,1940,160000,"$160,000.00"
1608,Mitchel,1984,137500,"$137,500.00"
1609,Mitchel,1969,172000,"$172,000.00"
1610,IDOTRR,1900,103000,"$103,000.00"
1611,NAmes,1971,167300,"$167,300.00"
1612,NAmes,1970,167000,"$167,000.00"
1613,NAmes,1973,244000,"$244,000.00"
1614,NAmes,1970,268000,"$268,000.00"
1615,Gilbert,2003,225000,"$225,000.00"
1616,Gilbert,1995,168000,"$168,000.00"
1617,Gilbert,1997,177000,"$177,000.00"
1618,Gilbert,1997,169000,"$169,000.00"
1619,Gilbert,1997,161500,"$161,500.00"
1620,StoneBr,2000,251000,"$251,000.00"
1621,Gilbert,1994,160000,"$160,000.00"
1622,Gilbert,1999,180000,"$180,000.00"
1623,Gilbert,1996,178750,"$178,750.00"
1624,Gilbert,1995,176000,"$176,000.00"
1625,Gilbert,1999,204000,"$204,000.00"
1626,Gilbert,1992,160000,"$160,000.00"
1627,Gilbert,1991,160000,"$160,000.00"
1628,Gilbert,1992,163900,"$163,900.00"
1629,Gilbert,1993,168000,"$168,000.00"
1630,Gilbert,1964,154204,"$154,204.00"
1631,StoneBr,1986,170000,"$170,000.00"
1632,StoneBr,1984,207500,"$207,500.00"
1633,StoneBr,1988,182000,"$182,000.00"
1634,StoneBr,1990,212000,"$212,000.00"
1635,StoneBr,2005,377426,"$377,426.00"
1636,StoneBr,2005,349265,"$349,265.00"
1637,StoneBr,2006,591587,"$591,587.00"
1638,Gilbert,1969,155000,"$155,000.00"
1639,StoneBr,2006,319900,"$319,900.00"
1640,StoneBr,2007,392000,"$392,000.00"
1641,StoneBr,2006,441929,"$441,929.00"
1642,StoneBr,2006,455000,"$455,000.00"
1643,NWAmes,1981,182900,"$182,900.00"
1644,NWAmes,1984,174000,"$174,000.00"
1645,NWAmes,1984,178000,"$178,000.00"
1646,NWAmes,1981,176000,"$176,000.00"
1647,NWAmes,1978,213000,"$213,000.00"
1648,NWAmes,1979,192000,"$192,000.00"
1649,NWAmes,1977,190000,"$190,000.00"
1650,NWAmes,1976,195000,"$195,000.00"
1651,NWAmes,1978,148000,"$148,000.00"
1652,NWAmes,1984,151500,"$151,500.00"
1653,NWAmes,1979,197000,"$197,000.00"
1654,NWAmes,1979,192350,"$192,350.00"
1655,NWAmes,1969,152000,"$152,000.00"
1656,NWAmes,1971,170000,"$170,000.00"
1657,NWAmes,1971,175000,"$175,000.00"
1658,NWAmes,1968,175000,"$175,000.00"
1659,NWAmes,1976,197900,"$197,900.00"
1660,NWAmes,1976,174000,"$174,000.00"
1661,NWAmes,1974,178900,"$178,900.00"
1662,NAmes,1971,139000,"$139,000.00"
1663,NAmes,1971,143250,"$143,250.00"
1664,NAmes,1972,184000,"$184,000.00"
1665,NAmes,1970,155000,"$155,000.00"
1666,NAmes,1970,133000,"$133,000.00"
1667,NAmes,1971,119500,"$119,500.00"
1668,NAmes,1971,123000,"$123,000.00"
1669,NAmes,1971,110000,"$110,000.00"
1670,NAmes,1961,128000,"$128,000.00"
1671,NAmes,1971,120500,"$120,500.00"
1672,NAmes,1998,133000,"$133,000.00"
1673,NAmes,2001,155000,"$155,000.00"
1674,NAmes,1997,177000,"$177,000.00"
1675,BrDale,1973,113500,"$113,500.00"
1676,BrDale,1973,113000,"$113,000.00"
1677,BrDale,1973,113700,"$113,700.00"
1678,BrDale,1970,106000,"$106,000.00"
1679,BrDale,1971,122500,"$122,500.00"
1680,NPkVill,1976,128000,"$128,000.00"
1681,NPkVill,1976,155000,"$155,000.00"
1682,NPkVill,1978,142500,"$142,500.00"
1683,NAmes,1966,129250,"$129,250.00"
1684,NridgHt,2006,356000,"$356,000.00"
1685,NridgHt,2007,314813,"$314,813.00"
1686,NridgHt,2007,318000,"$318,000.00"
1687,NridgHt,2006,322400,"$322,400.00"
1688,NridgHt,2007,318000,"$318,000.00"
1689,NridgHt,2007,345474,"$345,474.00"
1690,NridgHt,2006,415298,"$415,298.00"
1691,NridgHt,2007,492000,"$492,000.00"
1692,NridgHt,2006,338931,"$338,931.00"
1693,NridgHt,2005,450000,"$450,000.00"
1694,NridgHt,2006,280000,"$280,000.00"
1695,NridgHt,2007,479069,"$479,069.00"
1696,NridgHt,2006,395000,"$395,000.00"
1697,NridgHt,2006,380000,"$380,000.00"
1698,NridgHt,2006,250000,"$250,000.00"
1699,NridgHt,2006,440000,"$440,000.00"
1700,NridgHt,2005,418000,"$418,000.00"
1701,NridgHt,2007,500067,"$500,067.00"
1702,NridgHt,2007,260116,"$260,116.00"
1703,NridgHt,2004,317000,"$317,000.00"
1704,NridgHt,2007,319500,"$319,500.00"
1705,NridgHt,2007,325624,"$325,624.00"
1706,NridgHt,2006,372000,"$372,000.00"
1707,NridgHt,2004,342000,"$342,000.00"
1708,NridgHt,2004,354000,"$354,000.00"
1709,NridgHt,2003,350000,"$350,000.00"
1710,NridgHt,2003,285000,"$285,000.00"
1711,NridgHt,2007,281500,"$281,500.00"
1712,NridgHt,2005,245700,"$245,700.00"
1713,NridgHt,2005,232698,"$232,698.00"
1714,NridgHt,2006,250000,"$250,000.00"
1715,NridgHt,2005,194700,"$194,700.00"
1716,NridgHt,2005,204000,"$204,000.00"
1717,NridgHt,2005,200000,"$200,000.00"
1718,NridgHt,2005,207000,"$207,000.00"
1719,NridgHt,2006,209500,"$209,500.00"
1720,NridgHt,2006,209500,"$209,500.00"
1721,NridgHt,2006,202500,"$202,500.00"
1722,NridgHt,2005,280000,"$280,000.00"
1723,NridgHt,2005,277500,"$277,500.00"
1724,NridgHt,2007,318061,"$318,061.00"
1725,NridgHt,2006,221370,"$221,370.00"
1726,NridgHt,2003,200000,"$200,000.00"
1727,Gilbert,2007,181755,"$181,755.00"
1728,Gilbert,2005,176000,"$176,000.00"
1729,Gilbert,2005,178900,"$178,900.00"
1730,Gilbert,2006,168165,"$168,165.00"
1731,Gilbert,2006,171925,"$171,925.00"
1732,Gilbert,2006,198444,"$198,444.00"
1733,Gilbert,2005,203000,"$203,000.00"
1734,Gilbert,2007,179540,"$179,540.00"
1735,Gilbert,2007,176485,"$176,485.00"
1736,Gilbert,2007,181134,"$181,134.00"
1737,Gilbert,2006,156932,"$156,932.00"
1738,Gilbert,2007,166000,"$166,000.00"
1739,Gilbert,2007,177594,"$177,594.00"
1740,Gilbert,2007,173500,"$173,500.00"
1741,Blmngtn,2006,172500,"$172,500.00"
1742,Blmngtn,2006,194201,"$194,201.00"
1743,Blmngtn,2003,226500,"$226,500.00"
1744,Blmngtn,2007,185485,"$185,485.00"
1745,Gilbert,2004,259000,"$259,000.00"
1746,Gilbert,2004,188500,"$188,500.00"
1747,Gilbert,2004,175000,"$175,000.00"
1748,Gilbert,2004,215000,"$215,000.00"
1749,Gilbert,2006,206580,"$206,580.00"
1750,Gilbert,2004,183500,"$183,500.00"
1751,Gilbert,2003,165500,"$165,500.00"
1752,Gilbert,2003,211000,"$211,000.00"
1753,Gilbert,2000,181000,"$181,000.00"
1754,Gilbert,2002,219500,"$219,500.00"
1755,Gilbert,1999,175000,"$175,000.00"
1756,Gilbert,2000,170000,"$170,000.00"
1757,Gilbert,2003,162000,"$162,000.00"
1758,Gilbert,2000,187000,"$187,000.00"
1759,Gilbert,1999,185000,"$185,000.00"
1760,NoRidge,1996,745000,"$745,000.00"
1761,NoRidge,1997,384500,"$384,500.00"
1762,NoRidge,2000,248000,"$248,000.00"
1763,NoRidge,2001,466500,"$466,500.00"
1764,NoRidge,1998,410000,"$410,000.00"
1765,NoRidge,1998,322500,"$322,500.00"
1766,NoRidge,1998,252000,"$252,000.00"
1767,NoRidge,1994,755000,"$755,000.00"
1768,NoRidge,1996,269790,"$269,790.00"
1769,NoRidge,1996,315750,"$315,750.00"
1770,NoRidge,1995,290000,"$290,000.00"
1771,NoRidge,1995,290000,"$290,000.00"
1772,NoRidge,1992,430000,"$430,000.00"
1773,NoRidge,1992,263000,"$263,000.00"
1774,NoRidge,1996,330000,"$330,000.00"
1775,Somerst,2007,213133,"$213,133.00"
1776,Somerst,2007,260261,"$260,261.00"
1777,Somerst,2006,320000,"$320,000.00"
1778,Somerst,2007,282922,"$282,922.00"
1779,Somerst,2006,215000,"$215,000.00"
1780,Somerst,2007,419005,"$419,005.00"
1781,Somerst,2006,255000,"$255,000.00"
1782,Somerst,2006,147000,"$147,000.00"
1783,Somerst,2007,235876,"$235,876.00"
1784,Somerst,2007,311872,"$311,872.00"
1785,Somerst,2007,248328,"$248,328.00"
1786,Somerst,2006,227000,"$227,000.00"
1787,Somerst,2005,260000,"$260,000.00"
1788,Somerst,2007,225000,"$225,000.00"
1789,Somerst,2005,249000,"$249,000.00"
1790,Somerst,2004,307000,"$307,000.00"
1791,Somerst,2006,250000,"$250,000.00"
1792,Somerst,2006,221300,"$221,300.00"
1793,Somerst,2007,208900,"$208,900.00"
1794,Somerst,2006,210400,"$210,400.00"
1795,Somerst,2007,255000,"$255,000.00"
1796,Somerst,2007,212109,"$212,109.00"
1797,Somerst,2006,270000,"$270,000.00"
1798,Somerst,2007,303477,"$303,477.00"
1799,Somerst,2007,310013,"$310,013.00"
1800,Somerst,2006,249700,"$249,700.00"
1801,Somerst,2007,227875,"$227,875.00"
1802,Somerst,2007,261329,"$261,329.00"
1803,Somerst,2006,253000,"$253,000.00"
1804,Somerst,2004,265000,"$265,000.00"
1805,Somerst,2004,340000,"$340,000.00"
1806,SawyerW,2006,146000,"$146,000.00"
1807,SawyerW,2006,147000,"$147,000.00"
1808,SawyerW,2003,149000,"$149,000.00"
1809,SawyerW,2006,181000,"$181,000.00"
1810,SawyerW,1994,201000,"$201,000.00"
1811,SawyerW,1993,191750,"$191,750.00"
1812,SawyerW,2000,179000,"$179,000.00"
1813,SawyerW,1998,215000,"$215,000.00"
1814,SawyerW,1992,179200,"$179,200.00"
1815,SawyerW,1980,128000,"$128,000.00"
